2,0,1000,1,GDOP, 1246190400.0
Time_ms,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Acc_X,Acc_Y,Acc_Z,Jerk_X,Jerk_Y,Jerk_Z,Lat,Long,Height,Heading,Elevation,Bank,Ang-vel_X,Ang-vel_Y,Ang-vel_Z,Ang-acc_X,Ang-acc_Y,Ang-acc_Z,Ant1_Pos_X,Ant1_Pos_Y,Ant1_Pos_Z,Ant1_Vel_X,Ant1_Vel_Y,Ant1_Vel_Z,Ant1_Acc_X,Ant1_Acc_Y,Ant1_Acc_Z,Ant1_Lat,Ant1_Long,Ant1_Height,Ant1_DOP
0,4162685.5480,664338.0690,4770530.1970,0.0000,0.0000,0.0000,0.000,0.000,0.000,-0.004,0.025,0.000,0.85043316758,0.15825900389,-0.0002,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162685.5480,664338.0690,4770530.1970,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.85043316758,0.15825900389,-0.0002,2.359
1000,4162685.5480,664338.0700,4770530.1970,0.0000,0.0000,0.0000,-0.001,-0.001,0.001,-0.015,0.001,0.013,0.85043316756,0.15825900413,-0.0001,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162685.5480,664338.0700,4770530.1970,0.0000,0.0000,0.0000,-0.001,-0.001,0.001,0.85043316756,0.15825900413,-0.0001,2.359
2000,4162685.5180,664338.2580,4770530.1970,-0.1300,0.8150,0.0000,-0.346,2.169,0.000,-0.217,1.357,0.000,0.85043316756,0.15825904929,-0.0001,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162685.5180,664338.2580,4770530.1970,-0.1300,0.8150,0.0000,-0.346,2.169,0.000,0.85043316756,0.15825904929,-0.0001,2.359
3000,4162685.2220,664340.1130,4770530.1970,-0.4450,2.7880,0.0000,-0.263,1.649,0.000,0.061,-0.381,0.000,0.85043316755,0.15825949491,-0.0001,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162685.2220,664340.1130,4770530.1970,-0.4450,2.7880,0.0000,-0.263,1.649,0.000,0.85043316755,0.15825949491,-0.0001,2.359
4000,4162684.6580,664343.6450,4770530.1970,-0.6650,4.1680,0.0000,-0.167,1.048,0.000,0.117,-0.732,0.000,0.85043316759,0.15826034342,-0.0003,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162684.6580,664343.6450,4770530.1970,-0.6650,4.1680,0.0000,-0.167,1.048,0.000,0.85043316759,0.15826034342,-0.0003,2.359
5000,4162683.9270,664348.2250,4770530.1970,-0.7810,4.8950,0.0000,-0.075,0.471,0.000,0.064,-0.403,0.000,0.85043316759,0.15826144367,-0.0003,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162683.9270,664348.2250,4770530.1970,-0.7810,4.8950,0.0000,-0.075,0.471,0.000,0.85043316759,0.15826144367,-0.0003,2.359
6000,4162683.1170,664353.3030,4770530.1970,-0.8330,5.2190,0.0000,-0.034,0.214,0.000,0.028,-0.172,0.000,0.85043316754,0.15826266354,0.0000,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162683.1170,664353.3030,4770530.1970,-0.8330,5.2190,0.0000,-0.034,0.214,0.000,0.85043316754,0.15826266354,0.0000,2.360
7000,4162682.2700,664358.6060,4770530.1970,-0.8570,5.3670,0.0000,-0.016,0.097,0.000,0.013,-0.079,0.000,0.85043316762,0.15826393750,-0.0004,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162682.2700,664358.6060,4770530.1970,-0.8570,5.3670,0.0000,-0.016,0.097,0.000,0.85043316762,0.15826393750,-0.0004,2.360
8000,4162681.4080,664364.0110,4770530.1970,-0.8670,5.4340,0.0000,-0.007,0.043,0.000,0.006,-0.037,0.000,0.85043316755,0.15826523592,0.0000,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162681.4080,664364.0110,4770530.1970,-0.8670,5.4340,0.0000,-0.007,0.043,0.000,0.85043316755,0.15826523592,0.0000,2.360
9000,4162680.5380,664369.4610,4770530.1970,-0.8720,5.4640,0.0000,-0.003,0.019,0.000,0.003,-0.016,0.000,0.85043316757,0.15826654518,-0.0001,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162680.5380,664369.4610,4770530.1970,-0.8720,5.4640,0.0000,-0.003,0.019,0.000,0.85043316757,0.15826654518,-0.0001,2.360
10000,4162679.6650,664374.9320,4770530.1970,-0.8740,5.4760,0.0000,-0.001,0.008,0.000,0.001,-0.007,0.000,0.85043316755,0.15826785947,0.0000,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162679.6650,664374.9320,4770530.1970,-0.8740,5.4760,0.0000,-0.001,0.008,0.000,0.85043316755,0.15826785947,0.0000,2.360
11000,4162678.7900,664380.4120,4770530.1970,-0.8750,5.4820,0.0000,-0.001,0.004,0.000,0.000,-0.003,0.000,0.85043316759,0.15826917594,-0.0003,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162678.7900,664380.4120,4770530.1970,-0.8750,5.4820,0.0000,-0.001,0.004,0.000,0.85043316759,0.15826917594,-0.0003,2.360
12000,4162677.9150,664385.8950,4770530.1970,-0.8750,5.4840,0.0000,0.000,0.002,0.000,0.000,-0.001,0.000,0.85043316758,0.15827049312,-0.0002,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162677.9150,664385.8950,4770530.1970,-0.8750,5.4840,0.0000,0.000,0.002,0.000,0.85043316758,0.15827049312,-0.0002,2.360
13000,4162677.0400,664391.3800,4770530.1970,-0.8750,5.4850,0.0000,0.000,0.001,0.000,0.000,-0.001,0.000,0.85043316752,0.15827181076,0.0001,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162677.0400,664391.3800,4770530.1970,-0.8750,5.4850,0.0000,0.000,0.001,0.000,0.85043316752,0.15827181076,0.0001,2.360
14000,4162676.1640,664396.8660,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316757,0.15827312868,-0.0002,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162676.1640,664396.8660,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316757,0.15827312868,-0.0002,2.360
15000,4162675.2890,664402.3520,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316750,0.15827444656,0.0002,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162675.2890,664402.3520,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316750,0.15827444656,0.0002,2.360
16000,4162674.4130,664407.8380,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316754,0.15827576448,0.0000,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162674.4130,664407.8380,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316754,0.15827576448,0.0000,2.360
17000,4162673.5380,664413.3240,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316747,0.15827708236,0.0004,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162673.5380,664413.3240,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316747,0.15827708236,0.0004,2.360
18000,4162672.6620,664418.8100,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316751,0.15827840027,0.0002,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162672.6620,664418.8100,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316751,0.15827840027,0.0002,2.361
19000,4162671.7870,664424.2960,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316744,0.15827971815,0.0006,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162671.7870,664424.2960,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316744,0.15827971815,0.0006,2.361
20000,4162670.9110,664429.7820,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316748,0.15828103607,0.0003,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162670.9110,664429.7820,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316748,0.15828103607,0.0003,2.361
21000,4162670.0350,664435.2690,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316750,0.15828235422,0.0002,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162670.0350,664435.2690,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316750,0.15828235422,0.0002,2.361
22000,4162669.1600,664440.7550,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316742,0.15828367210,0.0007,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162669.1600,664440.7550,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316742,0.15828367210,0.0007,2.361
23000,4162668.2840,664446.2410,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316746,0.15828499002,0.0004,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162668.2840,664446.2410,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316746,0.15828499002,0.0004,2.361
24000,4162667.4090,664451.7270,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316738,0.15828630790,0.0009,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162667.4090,664451.7270,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316738,0.15828630790,0.0009,2.362
25000,4162666.5330,664457.2130,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316742,0.15828762581,0.0007,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162666.5330,664457.2130,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316742,0.15828762581,0.0007,2.362
26000,4162665.6580,664462.6990,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316734,0.15828894369,0.0011,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162665.6580,664462.6990,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316734,0.15828894369,0.0011,2.362
27000,4162664.7820,664468.1850,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316737,0.15829026161,0.0009,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162664.7820,664468.1850,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316737,0.15829026161,0.0009,2.362
28000,4162663.9070,664473.6710,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316729,0.15829157949,0.0014,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162663.9070,664473.6710,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316729,0.15829157949,0.0014,2.362
29000,4162663.0310,664479.1580,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316730,0.15829289764,0.0013,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162663.0310,664479.1580,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316730,0.15829289764,0.0013,2.362
30000,4162662.1550,664484.6440,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316733,0.15829421556,0.0012,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162662.1550,664484.6440,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316733,0.15829421556,0.0012,2.362
31000,4162661.2800,664490.1300,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316725,0.15829553344,0.0016,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162661.2800,664490.1300,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316725,0.15829553344,0.0016,2.362
32000,4162660.4040,664495.6160,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316728,0.15829685135,0.0015,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162660.4040,664495.6160,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316728,0.15829685135,0.0015,2.362
33000,4162659.5290,664501.1020,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316719,0.15829816923,0.0019,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162659.5290,664501.1020,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316719,0.15829816923,0.0019,2.362
34000,4162658.6530,664506.5880,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316722,0.15829948715,0.0018,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162658.6530,664506.5880,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316722,0.15829948715,0.0018,2.362
35000,4162657.7780,664512.0740,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316713,0.15830080503,0.0023,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162657.7780,664512.0740,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316713,0.15830080503,0.0023,2.362
36000,4162656.9020,664517.5610,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316714,0.15830212318,0.0022,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162656.9020,664517.5610,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316714,0.15830212318,0.0022,2.363
37000,4162656.0270,664523.0470,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316705,0.15830344106,0.0027,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162656.0270,664523.0470,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316705,0.15830344106,0.0027,2.363
38000,4162655.1510,664528.5330,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316707,0.15830475898,0.0026,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162655.1510,664528.5330,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316707,0.15830475898,0.0026,2.363
39000,4162654.2760,664534.0190,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316698,0.15830607685,0.0031,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162654.2760,664534.0190,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316698,0.15830607685,0.0031,2.363
40000,4162653.4000,664539.5050,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316701,0.15830739477,0.0030,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162653.4000,664539.5050,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316701,0.15830739477,0.0030,2.363
41000,4162652.5240,664544.9910,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316703,0.15830871269,0.0029,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162652.5240,664544.9910,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316703,0.15830871269,0.0029,2.363
42000,4162651.6490,664550.4770,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316693,0.15831003057,0.0034,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162651.6490,664550.4770,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316693,0.15831003057,0.0034,2.363
43000,4162650.7730,664555.9630,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316695,0.15831134848,0.0033,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162650.7730,664555.9630,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316695,0.15831134848,0.0033,2.363
44000,4162649.8980,664561.4500,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316684,0.15831266660,0.0039,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162649.8980,664561.4500,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316684,0.15831266660,0.0039,2.363
45000,4162649.0220,664566.9360,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316686,0.15831398451,0.0038,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162649.0220,664566.9360,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316686,0.15831398451,0.0038,2.363
46000,4162648.1470,664572.4220,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316676,0.15831530239,0.0044,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162648.1470,664572.4220,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316676,0.15831530239,0.0044,2.363
47000,4162647.2710,664577.9080,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316678,0.15831662031,0.0043,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162647.2710,664577.9080,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316678,0.15831662031,0.0043,2.363
48000,4162646.3960,664583.3940,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.85043316668,0.15831793819,0.0048,1.571000000,0.000000000,0.000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,4162646.3960,664583.3940,4770530.1970,-0.8760,5.4860,0.0000,0.000,0.000,0.000,0.85043316668,0.15831793819,0.0048,2.364
